Nr_ankiety	pyt1	pyt2	pyt3	pyt4	pyt5	pyt6	Id_szkoly	Plec
a2654	2	3	2	1	5	4	S063	m
a2655	4	1	2	3	5	3	S063	m
a2656	5	2	2	4	3	4	S063	m
a2657	4	3	4	1	5	3	S063	m
a2658	5	2	2	2	4	4	S064	k
a2659	1	2	4	4	5	3	S064	k
a2660	4	4	4	3	5	4	S064	m
a2661	2	4	4	4	1	1	S064	k
a2662	2	3	3	2	5	4	S064	k
a2663	5	3	2	3	4	1	S064	k
a2664	2	2	4	5	1	4	S064	m
a2665	3	3	4	4	3	2	S064	m
a2666	4	1	1	3	1	5	S064	m
a2667	4	1	4	1	2	4	S064	m
a2668	4	1	2	2	2	5	S064	k
a2669	4	2	3	3	3	3	S064	k
a2670	2	2	1	1	4	1	S064	k
a2671	2	1	3	2	2	3	S064	m
a2672	2	1	4	3	2	1	S064	m
a2673	4	3	1	3	4	1	S064	m
a2674	3	2	3	4	4	2	S064	m
a2675	2	1	5	4	2	4	S064	k
a2676	4	3	3	4	3	2	S064	k
a2677	2	3	4	3	5	2	S064	k
a2678	2	1	3	3	4	5	S064	m
a2679	2	1	3	2	5	4	S064	m
a2680	2	3	3	2	5	4	S064	k
a2681	3	2	4	2	5	1	S064	m
a2682	2	2	3	4	4	2	S064	k
a2683	1	1	3	1	3	3	S064	m
a2684	2	3	3	3	3	2	S064	k
a2685	3	1	2	2	5	3	S064	k
a2686	1	2	4	3	1	1	S064	m
a2687	5	1	1	2	1	1	S064	k
a2688	4	1	4	5	4	5	S064	k
a2689	1	2	4	1	4	5	S064	m
a2690	3	3	1	3	1	3	S064	m
a2691	4	1	2	4	1	5	S064	m
a2692	5	2	3	3	5	3	S064	m
a2693	5	2	1	4	4	4	S064	m
a2694	4	1	1	3	3	3	S064	m
a2695	3	1	3	4	4	1	S064	m
a2696	2	2	2	4	1	4	S064	m
a2697	5	3	5	3	1	5	S064	m
a2698	4	3	1	5	3	1	S064	m
a2699	3	2	2	3	4	2	S064	m
a2700	3	2	4	2	2	1	S064	m
a2701	3	1	2	1	1	5	S065	k
a2702	3	4	2	3	3	1	S065	k
a2703	1	2	2	3	5	4	S065	m
a2704	2	2	3	1	3	1	S065	m
a2705	2	1	2	3	4	3	S065	m
a2706	5	1	5	1	4	1	S065	k
a2707	1	1	4	3	1	4	S065	m
a2708	4	1	3	4	3	2	S065	k
a2709	4	4	2	3	5	5	S065	k
a2710	4	1	2	3	2	4	S065	k
a2711	3	1	1	1	2	5	S065	k
a2712	2	1	5	4	2	5	S065	k
a2713	5	1	1	2	1	1	S065	k
a2714	4	4	2	3	3	3	S065	k
a2715	1	1	2	3	1	5	S065	k
a2716	3	2	2	3	5	1	S065	k
a2717	1	1	2	3	1	5	S065	k
a2718	3	2	2	3	4	1	S065	m
a2719	5	1	2	1	4	1	S065	m
a2720	2	2	3	2	2	2	S065	k
a2721	5	2	3	1	5	4	S065	k
a2722	2	1	1	1	2	1	S065	m
a2723	2	2	5	3	3	5	S065	m
a2724	3	2	3	4	2	1	S065	m
a2725	1	1	1	3	2	5	S065	m
a2726	5	1	2	2	4	1	S065	m
a2727	2	1	5	2	5	5	S065	m
a2728	3	2	4	1	3	3	S065	m
a2729	3	1	4	3	5	2	S065	m
a2730	2	4	2	3	4	1	S065	m
a2731	5	4	4	4	1	5	S065	m
a2732	5	2	4	1	2	5	S065	m
a2733	4	1	3	4	2	2	S065	k
a2734	2	1	1	4	1	2	S065	k
a2735	2	4	2	4	1	4	S065	k
a2736	4	2	2	2	3	4	S065	k
a2737	3	2	2	3	3	1	S065	k
a2738	1	2	3	3	5	2	S065	k
a2739	1	1	2	2	2	3	S065	k
a2740	2	2	2	4	1	3	S065	k
a2741	4	2	2	3	2	5	S065	k
a2742	2	1	1	3	3	5	S065	k
a2743	1	1	2	4	1	4	S065	k
a2744	4	2	1	3	4	1	S066	m
a2745	5	2	1	2	2	5	S066	k
a2746	3	3	4	3	2	2	S066	m
a2747	2	2	1	3	2	1	S066	k
a2748	2	3	4	1	2	2	S066	m
a2749	3	2	2	2	4	3	S066	m
a2750	1	2	2	3	1	1	S066	m
a2751	2	3	4	2	4	5	S066	k
a2752	4	1	2	1	1	3	S066	m
a2753	3	2	1	1	4	1	S066	m
a2754	2	2	2	2	1	2	S066	m
a2755	1	2	1	2	5	1	S066	m
a2756	1	1	2	3	1	5	S066	m
a2757	2	2	4	2	3	1	S066	k
a2758	3	3	1	2	1	1	S066	m
a2759	1	2	2	2	5	1	S066	m
a2760	5	1	1	3	4	5	S066	m
a2761	2	2	2	1	3	1	S066	m
a2762	5	3	2	3	4	3	S066	k
a2763	4	2	2	2	1	5	S066	k
a2764	2	1	4	1	5	1	S066	m
a2765	4	1	1	4	3	2	S066	m
a2766	1	3	2	1	4	4	S066	k
a2767	3	3	3	1	4	1	S066	m
a2768	4	2	2	3	1	5	S066	k
a2769	2	2	4	1	3	4	S066	m
a2770	3	2	2	3	2	1	S066	k
a2771	4	2	2	2	4	4	S066	m
a2772	2	1	4	3	2	5	S066	k
a2773	3	1	1	3	1	1	S066	k
a2774	5	2	2	4	4	1	S066	k
a2775	1	1	1	3	3	3	S066	m
a2776	5	3	1	1	4	4	S066	k
a2777	2	1	1	4	5	4	S066	k
a2778	3	1	1	3	3	5	S066	k
a2779	4	3	2	4	1	1	S066	k
a2780	2	3	3	2	3	1	S066	k
a2781	2	2	4	3	2	5	S066	k
a2782	4	2	3	2	3	5	S066	k
a2783	3	3	1	3	3	4	S066	k
a2784	5	2	3	3	5	2	S066	k
a2785	4	2	2	2	1	1	S066	k
a2786	2	3	2	3	5	5	S066	k
a2787	3	2	3	3	5	4	S067	k
a2788	3	3	2	2	2	5	S067	m
a2789	3	2	1	1	5	5	S067	m
a2790	4	2	2	2	5	5	S067	k
a2791	3	3	3	3	3	4	S067	k
a2792	3	2	2	3	5	5	S067	k
a2793	5	3	2	2	2	4	S067	m
a2794	3	3	2	3	1	3	S067	k
a2795	2	2	2	1	4	3	S067	m
a2796	4	2	3	3	4	5	S067	m
a2797	4	2	3	3	1	3	S067	k
a2798	5	3	1	4	1	4	S067	k
a2799	5	1	2	5	3	4	S067	m
a2800	3	2	2	3	4	3	S067	k
a2801	2	3	3	3	5	3	S067	k
a2802	2	1	2	3	4	4	S067	m
a2803	5	2	2	3	1	4	S067	m
a2804	5	3	2	4	2	4	S067	k
a2805	2	3	2	4	3	4	S067	k
a2806	5	2	1	3	1	3	S067	m
a2807	4	2	2	4	2	3	S067	m
a2808	5	3	1	2	4	3	S067	k
a2809	5	1	3	4	1	4	S067	m
a2810	5	1	3	2	2	4	S067	m
a2811	3	1	2	4	1	3	S067	k
a2812	3	3	2	3	2	4	S067	m
a2813	4	1	2	1	4	3	S067	k
a2814	3	1	2	4	2	3	S067	k
a2815	5	1	1	2	4	4	S067	m
a2816	4	2	1	3	3	3	S067	k
a2817	3	1	2	3	1	3	S067	k
a2818	3	3	1	1	3	5	S067	m
a2819	5	2	2	3	2	3	S067	m
a2820	3	2	3	4	4	3	S067	m
a2821	4	1	2	3	2	3	S067	m
a2822	5	1	2	1	4	3	S067	m
a2823	2	2	2	3	3	5	S067	m
a2824	5	2	1	3	5	5	S067	m
a2825	4	2	3	1	1	4	S067	m
a2826	3	2	2	4	1	4	S067	m
a2827	3	2	2	2	5	4	S067	m
a2828	4	1	2	3	1	4	S067	m
a2829	2	2	3	3	1	3	S067	m
a2830	3	2	3	3	2	3	S068	k
a2831	5	3	2	3	3	5	S068	k
a2832	1	1	4	4	4	5	S068	k
a2833	2	1	4	2	5	3	S068	m
a2834	2	1	4	1	1	4	S068	k
a2835	4	2	4	3	5	3	S068	k
a2836	3	2	3	1	2	3	S068	k
a2837	1	1	2	2	2	3	S068	m
a2838	5	1	5	3	3	4	S068	k
a2839	3	3	4	2	1	2	S068	k
a2840	3	2	4	3	1	5	S068	m
a2841	1	3	5	3	2	1	S068	m
a2842	1	3	2	2	2	4	S068	m
a2843	3	3	3	3	1	4	S068	k
a2844	1	2	4	1	2	5	S068	k
a2845	1	1	2	3	3	2	S068	m
a2846	1	2	2	3	4	4	S068	m
a2847	5	2	2	3	1	4	S068	m
a2848	2	1	3	1	4	4	S068	m
a2849	1	2	1	1	1	1	S068	k
a2850	2	1	2	1	2	1	S068	k
a2851	3	3	3	4	4	1	S068	k
a2852	3	3	1	4	3	2	S068	k
a2853	1	3	5	1	2	5	S068	m
a2854	5	2	4	3	2	4	S068	k
a2855	5	2	1	3	2	4	S068	k
a2856	3	2	2	2	3	5	S068	k
a2857	2	3	4	1	3	2	S068	m
a2858	1	1	5	1	1	1	S068	k
a2859	2	1	3	4	1	1	S068	k
a2860	2	1	3	3	5	3	S068	m
a2861	2	1	5	2	3	5	S068	m
a2862	3	2	1	2	3	4	S068	k
a2863	5	2	1	1	3	1	S068	k
a2864	4	2	1	4	1	5	S068	k
a2865	3	2	1	4	3	1	S068	k
a2866	2	1	2	3	1	1	S068	k
a2867	5	3	2	4	1	4	S068	k
a2868	5	3	3	4	4	4	S068	k
a2869	2	3	2	1	2	5	S068	k
a2870	3	3	5	4	1	4	S068	k
a2871	4	1	3	4	4	1	S068	k
a2872	5	2	2	2	1	1	S068	k
a2873	2	3	1	2	5	1	S069	m
a2874	3	3	1	3	3	3	S069	m
a2875	4	1	3	2	2	1	S069	k
a2876	2	1	2	1	3	2	S069	m
a2877	5	2	3	3	1	4	S069	k
a2878	5	2	1	1	5	3	S069	m
a2879	4	3	2	3	3	4	S069	m
a2880	3	2	2	3	2	2	S069	k
a2881	3	1	3	3	1	3	S069	k
a2882	5	2	4	3	4	5	S069	k
a2883	3	1	1	2	5	3	S069	k
a2884	2	1	3	2	5	2	S069	k
a2885	2	3	2	5	4	2	S069	k
a2886	5	1	3	4	3	1	S069	m
a2887	3	1	3	3	4	4	S069	m
a2888	3	1	2	2	3	5	S069	k
a2889	4	1	3	3	2	3	S069	m
a2890	5	2	2	2	1	4	S069	m
a2891	3	2	2	1	4	2	S069	k
a2892	3	2	2	4	5	2	S069	k
a2893	2	1	1	2	4	4	S069	m
a2894	2	1	1	3	2	1	S069	k
a2895	5	2	1	3	3	5	S069	k
a2896	3	1	2	3	3	3	S069	k
a2897	5	2	3	3	3	4	S069	k
a2898	4	2	1	1	3	5	S069	m
a2899	5	1	2	4	2	4	S069	m
a2900	5	1	2	1	2	2	S069	m
a2901	4	3	2	1	1	1	S069	m
a2902	5	1	4	4	2	2	S069	k
a2903	3	1	1	4	5	4	S069	m
a2904	3	2	3	4	2	1	S069	m
a2905	5	2	4	5	2	3	S069	m
a2906	4	2	4	1	5	3	S069	m
a2907	5	3	1	3	4	5	S069	m
a2908	5	2	3	3	5	2	S069	m
a2909	3	3	4	4	4	2	S069	m
a2910	5	2	1	2	1	5	S069	m
a2911	3	1	3	3	3	3	S069	m
a2912	4	2	4	1	3	5	S069	m
a2913	3	3	2	1	4	3	S069	m
a2914	3	1	2	3	2	1	S069	m
a2915	2	3	2	3	5	2	S069	m
a2916	2	1	1	2	5	3	S070	m
a2917	4	2	2	4	5	4	S070	m
a2918	5	1	4	4	3	5	S070	m
a2919	5	4	2	3	3	3	S070	k
a2920	3	1	2	2	5	5	S070	k
a2921	2	4	2	5	5	2	S070	k
a2922	4	2	4	4	4	2	S070	k
a2923	2	1	2	3	4	1	S070	k
a2924	3	1	3	2	1	1	S070	m
a2925	3	3	1	3	2	4	S070	k
a2926	1	2	3	3	1	5	S070	m
a2927	1	1	4	2	1	1	S070	m
a2928	5	3	5	2	1	5	S070	m
a2929	4	4	4	3	3	5	S070	m
a2930	1	1	1	4	2	5	S070	k
a2931	1	3	5	4	5	2	S070	m
a2932	3	1	3	3	4	3	S070	m
a2933	1	2	1	5	1	2	S070	m
a2934	5	3	5	2	2	4	S070	k
a2935	3	1	1	3	2	1	S070	m
a2936	1	2	1	2	4	3	S070	k
a2937	4	1	4	2	3	2	S070	m
a2938	4	2	1	2	3	3	S070	k
a2939	4	1	2	4	5	3	S070	m
a2940	3	1	4	5	1	2	S070	m
a2941	5	1	1	1	2	4	S070	m
a2942	5	4	2	2	4	3	S070	m
a2943	5	1	3	3	2	4	S070	k
a2944	2	4	2	1	5	4	S070	k
a2945	2	1	2	3	5	3	S070	m
a2946	5	1	1	1	3	2	S070	m
a2947	2	3	1	3	3	2	S070	k
a2948	5	4	1	1	2	4	S070	k
a2949	3	1	3	3	4	4	S070	k
a2950	1	3	3	1	3	2	S070	k
a2951	2	3	1	1	4	1	S070	k
a2952	2	3	1	3	1	1	S070	k
a2953	1	3	3	4	5	4	S070	k
a2954	1	3	1	3	2	3	S070	k
a2955	1	1	2	3	3	3	S070	k
a2956	5	3	1	3	2	2	S070	k
a2957	1	3	2	1	1	2	S070	k
a2958	1	3	1	3	1	2	S070	k
a2959	4	3	2	3	3	3	S071	k
a2960	2	2	2	3	3	5	S071	k
a2961	5	2	1	2	1	1	S071	k
a2962	4	2	2	3	2	4	S071	k
a2963	4	2	3	4	3	1	S071	m
a2964	2	2	2	3	1	4	S071	m
a2965	5	3	4	4	3	4	S071	k
a2966	3	3	2	4	4	1	S071	k
a2967	5	1	3	4	1	1	S071	m
a2968	5	2	1	4	2	4	S071	k
a2969	2	1	3	2	2	3	S071	k
a2970	4	3	2	2	3	3	S071	m
a2971	4	2	1	4	3	3	S071	m
a2972	4	1	3	4	3	2	S071	k
a2973	4	1	2	2	5	4	S071	m
a2974	4	2	1	1	2	5	S071	k
a2975	3	1	1	2	5	3	S071	m
a2976	5	3	3	4	3	5	S071	m
a2977	3	2	1	3	4	5	S071	m
a2978	2	1	1	3	1	3	S071	m
a2979	5	3	4	3	1	1	S071	m
a2980	4	2	4	4	5	3	S071	m
a2981	4	2	1	3	5	3	S071	m
a2982	5	3	3	3	4	4	S071	m
a2983	3	2	4	2	1	1	S071	m
a2984	5	3	1	3	1	1	S071	m
a2985	3	2	2	2	1	3	S071	k
a2986	5	1	1	2	1	1	S071	k
a2987	4	1	2	4	2	5	S071	m
a2988	2	3	1	3	2	3	S071	m
a2989	4	2	2	3	5	1	S071	k
a2990	2	3	2	3	3	3	S071	m
a2991	3	2	2	1	4	2	S071	m
a2992	5	2	2	3	2	3	S071	m
a2993	4	1	1	1	1	1	S071	m
a2994	3	2	2	2	5	1	S071	m
a2995	3	1	1	1	5	4	S071	m
a2996	2	3	4	3	5	5	S071	m
a2997	2	2	1	4	1	5	S071	m
a2998	5	2	1	4	5	2	S071	m
a2999	5	3	1	5	5	3	S071	m
a3000	5	2	1	3	2	5	S071	m
a3001	3	2	2	3	4	3	S071	m
a3002	4	1	3	1	5	1	S072	m
a3003	1	2	3	3	1	4	S072	k
a3004	3	2	3	1	3	2	S072	k
a3005	5	4	4	3	1	5	S072	k
a3006	5	1	2	1	2	3	S072	k
a3007	3	1	2	1	4	2	S072	k
a3008	4	2	1	3	5	5	S072	m
a3009	5	1	1	4	1	4	S072	k
a3010	4	4	3	3	4	2	S072	m
a3011	1	4	3	1	2	5	S072	k
a3012	5	4	1	2	4	3	S072	m
a3013	4	2	3	2	3	4	S072	m
a3014	5	4	3	1	4	3	S072	k
a3015	3	2	1	2	5	5	S072	m
a3016	4	2	2	3	2	2	S072	m
a3017	1	1	5	4	1	4	S072	k
a3018	5	1	4	1	5	1	S072	m
a3019	5	1	2	5	1	4	S072	m
a3020	3	4	2	1	1	3	S072	m
a3021	2	4	1	4	3	2	S072	k
a3022	4	2	3	1	5	3	S072	k
a3023	2	2	3	4	3	2	S072	k
a3024	1	2	2	2	1	2	S072	m
a3025	4	1	3	1	1	3	S072	k
a3026	5	4	3	3	2	3	S072	k
a3027	3	4	1	3	1	1	S072	k
a3028	5	2	3	5	5	5	S072	k
a3029	4	2	1	5	4	3	S072	m
a3030	2	1	3	2	4	3	S072	m
a3031	2	4	2	3	2	5	S072	k
a3032	3	1	3	3	2	2	S072	k
a3033	3	1	3	1	2	2	S072	m
a3034	2	1	5	1	2	1	S072	m
a3035	2	1	1	4	2	1	S072	m
a3036	2	1	1	3	1	1	S072	m
a3037	2	4	2	4	4	1	S072	m
a3038	4	4	4	1	5	4	S072	m
a3039	4	1	2	4	4	1	S072	m
a3040	5	4	4	4	5	1	S072	m
a3041	2	1	1	3	4	5	S072	m
a3042	2	2	2	3	2	4	S072	m
a3043	3	4	2	3	2	4	S072	m
a3044	1	2	2	1	3	4	S072	m
a3045	5	4	2	3	5	1	S073	k
a3046	5	4	4	2	5	2	S073	m
a3047	5	1	2	1	4	3	S073	k
a3048	3	1	2	4	3	2	S073	m
a3049	5	2	3	1	1	5	S073	m
a3050	1	1	2	4	2	3	S073	m
a3051	1	1	2	3	4	1	S073	m
a3052	1	2	2	3	4	4	S073	k
a3053	4	2	2	4	5	3	S073	m
a3054	3	1	3	3	2	5	S073	m
a3055	3	4	4	3	2	2	S073	k
a3056	5	2	2	3	1	1	S073	m
a3057	5	1	4	2	2	2	S073	m
a3058	2	1	1	3	4	2	S073	m
a3059	5	2	3	2	4	2	S073	k
a3060	5	2	1	3	3	3	S073	m
a3061	1	4	2	2	2	2	S073	k
a3062	5	4	4	3	2	2	S073	m
a3063	1	4	2	4	1	5	S073	m
a3064	1	1	2	3	4	3	S073	m
a3065	3	1	1	3	4	2	S073	m
a3066	5	1	3	2	4	4	S073	m
a3067	4	1	2	3	2	4	S073	k
a3068	5	3	1	3	1	5	S073	k
a3069	5	1	1	3	3	3	S073	k
a3070	5	1	1	3	1	4	S073	k
a3071	1	2	4	4	1	2	S073	m
a3072	4	2	4	4	4	3	S073	k
a3073	2	1	4	1	4	2	S073	m
a3074	3	2	2	3	1	5	S073	k
a3075	4	2	2	4	3	3	S073	k
a3076	2	2	4	4	1	1	S073	m
a3077	2	1	4	2	1	3	S073	k
a3078	1	1	4	4	3	3	S073	k
a3079	5	1	2	3	1	2	S073	k
a3080	1	2	1	3	2	1	S073	k
a3081	2	3	3	3	2	1	S073	k
a3082	3	1	1	4	4	2	S073	k
a3083	3	2	4	2	4	4	S073	k
a3084	5	1	1	1	5	5	S073	k
a3085	5	1	1	3	5	4	S073	k
a3086	3	2	2	3	3	2	S073	k
a3087	1	1	2	3	5	2	S073	k
a3088	2	2	4	1	3	4	S074	k
a3089	2	2	4	4	5	3	S074	m
a3090	2	2	1	1	4	5	S074	m
a3091	4	1	1	4	3	5	S074	k
a3092	5	3	5	3	5	5	S074	k
a3093	2	3	1	3	3	2	S074	k
a3094	5	3	4	3	2	3	S074	m
a3095	4	2	2	3	2	3	S074	m
a3096	3	2	2	5	5	2	S074	k
a3097	4	1	1	3	5	2	S074	m
a3098	2	1	3	3	1	1	S074	k
a3099	4	2	3	3	4	5	S074	m
a3100	2	3	4	3	3	5	S074	m
a3101	5	2	1	2	1	1	S074	m
a3102	1	2	4	1	3	2	S074	m
a3103	5	2	3	3	2	1	S074	m
a3104	1	3	5	3	3	4	S074	k
a3105	5	1	3	3	3	2	S074	m
a3106	5	2	1	3	1	5	S074	m
a3107	1	1	1	1	1	3	S074	k
a3108	5	3	1	3	2	3	S074	k
a3109	1	2	4	2	4	5	S074	m
a3110	1	1	4	4	1	3	S074	m
a3111	2	3	5	3	1	3	S074	k
a3112	5	1	5	4	3	5	S074	m
a3113	5	2	2	3	1	5	S074	m
a3114	5	2	4	4	2	2	S074	m
a3115	1	3	1	3	4	4	S074	k
a3116	1	2	4	3	1	5	S074	m
a3117	2	3	5	3	4	4	S074	m
a3118	2	1	3	3	4	5	S074	m
a3119	5	1	1	3	5	1	S074	k
a3120	1	2	2	3	3	2	S074	k
a3121	4	2	4	4	5	4	S074	k
a3122	3	1	4	3	2	5	S074	k
a3123	3	3	1	4	1	5	S074	k
a3124	5	3	3	3	2	5	S074	k
a3125	3	3	5	3	2	1	S074	k
a3126	1	2	3	3	1	4	S074	k
a3127	3	1	2	4	1	4	S074	k
a3128	2	2	3	5	4	5	S074	k
a3129	2	3	5	3	3	3	S074	k
a3130	2	1	3	1	4	1	S074	k
a3131	2	3	5	3	4	4	S075	k
a3132	4	1	1	2	3	1	S075	k
a3133	1	1	1	3	4	1	S075	k
a3134	3	1	2	3	4	4	S075	m
a3135	2	2	1	3	5	4	S075	k
a3136	3	1	2	1	5	4	S075	k
a3137	5	1	4	3	4	2	S075	m
a3138	4	2	3	4	4	2	S075	m
a3139	4	2	1	4	2	4	S075	k
a3140	4	2	2	2	1	5	S075	m
a3141	3	3	1	3	2	4	S075	m
a3142	3	2	1	4	1	2	S075	m
a3143	1	3	1	3	3	4	S075	k
a3144	4	2	3	3	2	2	S075	k
a3145	5	2	2	3	3	3	S075	m
a3146	4	2	2	2	3	4	S075	k
a3147	4	2	4	3	3	1	S075	k
a3148	2	2	2	2	4	4	S075	m
a3149	2	2	2	3	3	5	S075	m
a3150	5	2	1	2	5	4	S075	k
a3151	4	2	1	4	1	3	S075	m
a3152	2	2	4	3	1	4	S075	k
a3153	3	2	3	3	5	2	S075	m
a3154	5	3	3	3	1	2	S075	m
a3155	2	2	4	2	1	3	S075	k
a3156	4	2	1	3	4	5	S075	m
a3157	3	2	1	1	1	1	S075	m
a3158	2	1	3	3	5	2	S075	k
a3159	2	2	1	3	1	1	S075	k
a3160	1	3	2	3	5	4	S075	k
a3161	1	2	3	3	4	2	S075	m
a3162	2	1	1	3	3	4	S075	m
a3163	1	3	3	3	2	4	S075	m
a3164	5	2	3	1	3	4	S075	m
a3165	5	3	1	3	2	3	S075	m
a3166	5	1	4	3	5	4	S075	m
a3167	3	2	2	4	4	3	S075	m
a3168	4	1	3	4	5	2	S075	m
a3169	5	3	4	4	4	5	S075	m
a3170	1	3	2	4	5	3	S075	m
a3171	4	2	3	2	3	2	S075	m
a3172	3	2	1	2	5	3	S075	m
a3173	4	2	2	3	1	1	S075	m
a3174	3	3	1	2	1	1	S076	k
a3175	2	2	3	3	5	4	S076	m
a3176	3	2	1	3	3	4	S076	k
a3177	4	3	1	4	5	2	S076	k
a3178	5	3	4	3	2	1	S076	m
a3179	5	2	2	3	1	1	S076	m
a3180	3	2	1	3	1	2	S076	m
a3181	5	1	2	2	3	4	S076	m
a3182	4	2	2	3	5	1	S076	m
a3183	3	2	1	1	4	5	S076	m
a3184	2	1	2	3	4	2	S076	k
a3185	2	2	2	3	2	5	S076	k
a3186	3	3	3	3	2	4	S076	m
a3187	3	2	3	4	5	4	S076	k
a3188	4	1	4	2	5	4	S076	k
a3189	2	2	3	2	5	4	S076	m
a3190	3	1	1	2	1	3	S076	m
a3191	5	2	1	1	5	3	S076	k
a3192	5	2	2	2	3	2	S076	k
a3193	2	2	2	2	3	2	S076	m
a3194	4	4	1	4	2	2	S076	m
a3195	5	2	3	1	2	2	S076	k
a3196	2	1	1	1	1	1	S076	k
a3197	2	2	1	1	2	1	S076	m
a3198	4	2	3	2	4	5	S076	k
a3199	4	1	2	1	2	4	S076	k
a3200	2	1	2	4	5	4	S076	k
a3201	2	1	1	3	2	4	S076	m
a3202	1	1	1	3	5	1	S076	k
a3203	4	1	4	2	3	1	S076	m
a3204	4	2	1	1	4	3	S076	m
a3205	4	2	4	1	3	1	S076	m
a3206	2	1	3	2	4	1	S076	m
a3207	3	1	2	3	5	1	S076	m
a3208	5	2	1	3	2	5	S076	m
a3209	3	2	4	3	4	2	S076	m
a3210	3	2	2	4	1	5	S076	m
a3211	2	1	3	4	2	3	S076	m
a3212	1	1	2	4	3	5	S076	m
a3213	4	1	1	2	3	4	S076	m
a3214	3	1	3	1	5	3	S076	m
a3215	1	4	2	3	4	1	S076	m
a3216	3	2	2	2	5	3	S076	m
a3217	5	2	3	1	5	4	S077	k
a3218	2	1	1	1	4	1	S077	m
a3219	4	1	2	1	3	1	S077	m
a3220	4	1	4	2	2	3	S077	k
a3221	2	2	3	4	5	4	S077	m
a3222	1	2	3	3	1	2	S077	m
a3223	4	1	4	2	4	4	S077	k
a3224	4	2	4	1	5	2	S077	m
a3225	1	1	2	1	2	5	S077	m
a3226	2	1	5	3	4	5	S077	k
a3227	3	1	3	4	3	3	S077	m
a3228	4	2	3	1	1	4	S077	k
a3229	3	1	2	3	4	2	S077	m
a3230	5	3	2	1	2	1	S077	m
a3231	4	1	3	1	2	1	S077	m
a3232	4	2	2	1	1	1	S077	m
a3233	3	2	2	2	2	2	S077	k
a3234	2	2	3	3	3	2	S077	k
a3235	4	5	3	3	4	3	S077	k
a3236	4	1	5	3	5	4	S077	k
a3237	1	5	3	1	4	2	S077	k
a3238	3	3	3	2	2	5	S077	m
a3239	2	1	1	1	5	3	S077	m
a3240	1	5	5	2	2	1	S077	m
a3241	3	2	2	2	3	4	S077	m
a3242	3	1	1	4	2	2	S077	m
a3243	5	3	2	5	4	1	S077	m
a3244	1	2	3	3	2	4	S077	m
a3245	4	5	2	3	4	3	S077	k
a3246	1	5	1	3	3	1	S077	m
a3247	4	3	2	1	2	4	S077	m
a3248	2	1	4	1	5	3	S077	m
a3249	4	5	3	4	1	2	S077	k
a3250	3	1	4	5	5	4	S077	k
a3251	1	1	2	3	1	4	S077	k
a3252	5	2	3	4	1	4	S077	k
a3253	2	1	2	2	2	5	S077	k
a3254	3	3	2	2	5	4	S077	k
a3255	2	1	2	1	5	1	S077	k
a3256	4	5	3	3	4	1	S077	k
a3257	3	1	2	1	4	5	S077	k
a3258	1	1	5	3	5	4	S077	k
a3259	2	2	1	4	1	5	S077	k
a3260	1	2	4	2	4	1	S078	k
a3261	4	3	2	2	3	5	S078	k
a3262	5	2	1	3	3	5	S078	k
a3263	3	1	4	1	2	3	S078	m
a3264	5	2	1	2	5	2	S078	k
a3265	1	3	1	2	3	2	S078	m
a3266	5	1	1	4	3	3	S078	k
a3267	2	2	3	4	5	5	S078	m
a3268	3	4	3	3	5	1	S078	m
a3269	1	2	1	3	4	3	S078	m
a3270	2	2	3	3	3	5	S078	k
a3271	2	2	2	3	3	3	S078	k
a3272	4	1	3	2	2	1	S078	k
a3273	2	2	2	1	5	5	S078	k
a3274	3	4	1	3	4	2	S078	m
a3275	1	3	5	3	1	1	S078	m
a3276	1	3	5	1	1	1	S078	m
a3277	4	3	1	4	4	2	S078	k
a3278	3	2	2	4	3	1	S078	m
a3279	1	4	1	4	3	4	S078	k
a3280	4	2	2	1	1	1	S078	m
a3281	5	3	3	2	5	4	S078	k
a3282	1	3	1	3	4	2	S078	k
a3283	1	3	4	3	4	1	S078	m
a3284	1	4	2	3	5	5	S078	m
a3285	3	2	3	3	4	4	S078	k
a3286	3	3	1	5	3	3	S078	k
a3287	1	1	1	2	2	2	S078	m
a3288	4	1	3	3	4	3	S078	m
a3289	2	4	4	2	5	5	S078	k
a3290	2	2	4	1	1	2	S078	m
a3291	4	1	3	1	2	4	S078	k
a3292	4	2	4	3	5	4	S078	k
a3293	1	3	1	3	2	2	S078	k
a3294	2	4	2	3	4	3	S078	k
a3295	5	1	5	3	2	5	S078	k
a3296	3	2	5	1	2	3	S078	k
a3297	2	2	3	3	2	2	S078	k
a3298	4	4	3	3	1	5	S078	k
a3299	2	1	4	2	5	3	S078	k
a3300	3	2	2	4	5	2	S078	k
a3301	2	2	2	1	5	5	S078	k
a3302	1	3	1	3	5	1	S078	k
a3303	3	3	4	3	2	5	S079	k
a3304	5	2	2	4	2	4	S079	m
a3305	5	5	2	3	4	1	S079	k
a3306	5	2	3	2	5	2	S079	m
a3307	2	2	2	4	1	5	S079	m
a3308	4	3	4	3	3	2	S079	k
a3309	2	1	2	3	2	5	S079	k
a3310	5	2	1	3	1	3	S079	k
a3311	3	1	2	3	2	5	S079	k
a3312	3	1	1	2	3	5	S079	k
a3313	4	2	1	1	4	5	S079	m
a3314	5	1	4	4	3	4	S079	k
a3315	1	1	2	3	2	1	S079	m
a3316	1	3	2	1	5	5	S079	m
a3317	3	2	3	2	2	4	S079	k
