Kod_leku;Subst_czynna;Nazwa;Id_grupy;Cena_detaliczna;Cena_refundowana
5909990060016;Ethinylestradiolum + Levonorgestrelum;Microgynon 21, tabl. powl., 0,03+0,15 mg;72.0;10,24;4,43
5909990060023;Ethinylestradiolum + Levonorgestrelum;Microgynon 21, tabl. powl., 0,03+0,15 mg;72.0;23,81;7,14
5909990061303;Beclometasonum;Cortare, aerozol inhalacyjny, roztwor, 250 Ág/dawke inhalacyjna;200.1;49,64;6,67
5909990061440;Beclometasonum;Cortare, aerozol inhalacyjny, roztwor, 100 Ág/dawke inhalacyjna;200.1;37,29;8,7
5909990061464;Topiramatum;Etopro, tabl. powl., 200 mg;164.0;74,82;4,89
5909990061471;Topiramatum;Etopro, tabl. powl., 50 mg;164.0;21,41;6,33
5909990061488;Topiramatum;Etopro, tabl. powl., 25 mg;164.0;11,24;5,3
5909990061495;Topiramatum;Etopro, tabl. powl., 100 mg;164.0;39,19;5,83
5909990061914;Chloroquinum;Arechin, tabl., 250 mg;192.0;19,72;5,92
5909990063215;Amoxicillinum;Duomox, tabl., 250 mg;88.1;7,39;6,11
5909990063314;Amoxicillinum;Duomox, tabl., 500 mg;88.1;11,91;6,16
5909990063413;Amoxicillinum;Duomox, tabl., 1000 mg;88.1;17,9;3,2
5909990063697;Cefuroximum;Bioracef, tabl. powl., 500 mg;90.2;41,51;23,7
5909990063703;Cefuroximum;Bioracef, tabl. powl., 500 mg;90.2;57,38;32,45
5909990063727;Cefuroximum;Bioracef, tabl. powl., 125 mg;90.2;17,45;13
5909990063734;Cefuroximum;Bioracef, tabl. powl., 125 mg;90.2;21,42;15,19
5909990063840;Cefuroximum;Bioracef, tabl. powl., 250 mg;90.2;31,1;22,2
5909990063857;Cefuroximum;Bioracef, tabl. powl., 250 mg;90.2;38,31;25,84
5909990064045;Lansoprazolum;Zalanzo, kaps. dojel. twarde, 15 mg;2.0;10,24;6,28
5909990064069;Lansoprazolum;Zalanzo, kaps. dojel. twarde, 30 mg;2.0;10,35;6,39
5909990064076;Lansoprazolum;Zalanzo, kaps. dojel. twarde, 30 mg;2.0;19,29;11,37
5909990064120;Amoxicillinum + Acidum clavulanicum;Augmentin, tabl. powl., 250+125 mg;89.1;18,45;11,56
5909990064694;Ketoprofenum;Ketonal DUO, kaps. o przedluzonym uwalnianiu, twarde, 150 mg;141.1;21,57;13,84
5909990065110;Sultamicillinum;Unasyn, tabl. powl., 375 mg;89.1;33,02;29,08
5909990066018;Amoxicillinum;Hiconcil, kaps. twarde, 250 mg;88.1;4,16;3,78
5909990066117;Amoxicillinum;Hiconcil, kaps. twarde, 500 mg;88.1;8,22;4,26
5909990066216;Ciprofloxacinum;Ciprinol, tabl. powl., 500 mg;105.0;11,24;7,54
5909990066414;Ciprofloxacinum;Ciprinol, tabl. powl., 250 mg;105.0;8,19;6,34
5909990066636;Cilazaprilum;Cilan, tabl. powl., 0,5 mg;44.0;7,13;7,13
5909990066667;Cilazaprilum;Cilan, tabl. powl., 1 mg;44.0;11,15;11,15
5909990066704;Rivastigminum;Exelon, system transdermalny, 4,6 mg/24h;186.0;256,95;246,14
5909990066766;Rivastigminum;Exelon, system transdermalny, 9,5 mg/24h;186.0;259,33;237,01
5909990066780;Cilazaprilum;Cilan, tabl. powl., 2,5 mg;44.0;16,96;14,51
5909990066803;Cilazaprilum;Cilan, tabl. powl., 5 mg;44.0;26,79;21,9
5909990067510;Clindamycinum;Klimicin, roztwor do wstrzykiwan i infuzji, 300 mg/2 ml;102.1;36,21;10,34
5909990067770;Finasteridum;Antiprost, tabl. powl., 5 mg;77.0;31,32;3,9
5909990067787;Finasteridum;Antiprost, tabl. powl., 5 mg;77.0;105,15;13,75
5909990067794;Estradiolum + Norethisteronum;Cliovelle, tabl., 1+0,5 mg;68.2;22,69;13,11
5909990068401;Omeprazolum;Agastin, kaps. dojel. twarde, 20 mg;2.0;8,96;5
5909990068425;Omeprazolum;Agastin, kaps. dojel. twarde, 20 mg;2.0;13,2;6,6
5909990068494;Desmopressinum;Minirin Melt, liofilizat doustny, 60 Ág;78.2;92,56;27,77
5909990068548;Desmopressinum;Minirin Melt, liofilizat doustny, 120 Ág;78.2;176,63;3,2
5909990068579;Desmopressinum;Minirin Melt, liofilizat doustny, 240 Ág;78.2;340,75;102,23
5909990069279;Olanzapinum;Zalasta, tabl., 5 mg;178.2;66,97;6,23
5909990069293;Olanzapinum;Zalasta, tabl., 5 mg;178.2;134,27;10,12
5909990069347;Olanzapinum;Zalasta, tabl., 10 mg;178.2;134,27;10,12
5909990069361;Olanzapinum;Zalasta, tabl., 10 mg;178.2;268,88;20,6
5909990069705;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 5 mg;178.2;58,87;10,92
5909990069736;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 5 mg;178.2;66,97;6,23
5909990069750;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 5 mg;178.2;134,27;10,12
5909990069828;Cefuroximum;Zinacef, proszek do sporzadzania zawiesiny do wstrzykiwan lub roztworu do wstrzykiwan i infuzji, 750 mg;90.1;59,39;29,7
5909990069866;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 10 mg;178.2;112,76;13,66
5909990069873;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 10 mg;178.2;134,27;10,12
5909990069897;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 10 mg;178.2;268,88;20,6
5909990069927;Cefuroximum;Zinacef, proszek do sporzadzania roztworu do wstrzykiwan i infuzji, 1500 mg;90.1;109,88;54,94
5909990069958;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 15 mg;178.2;164,89;15,92
5909990069965;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 15 mg;178.2;201,67;15,46
5909990069989;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 15 mg;178.2;403,31;30,88
5909990070008;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 20 mg;178.2;216,55;17,92
5909990070022;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 20 mg;178.2;268,88;20,6
5909990070046;Olanzapinum;Zalasta, tabl. ulegajace rozpadowi w jamie ustnej, 20 mg;178.2;537,77;41,2
5909990070213;Cefalexinum;Keflex, kaps., 250 mg;90.2;9,14;6,47
5909990070312;Cefalexinum;Keflex, kaps., 500 mg;90.2;18,46;13,12
5909990070411;Cefalexinum;Keflex, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;17,29;11,91
5909990070916;Phenoxymethylpenicillinum;Ospen 1000, tabl. powl., 1000000 j.m.;88.3;8,61;3,2
5909990071012;Phenoxymethylpenicillinum;Ospen 1500, tabl. powl., 1500000 j.m.;88.3;12,82;3,2
5909990071029;Phenoxymethylpenicillinum;Ospen 1500, tabl. powl., 1500000 j.m.;88.3;29,39;3,2
5909990071111;Clindamycinum;Dalacin C, kaps., 75 mg;102.2;8,85;6,27
5909990071210;Clindamycinum;Dalacin C, kaps., 150 mg;102.2;12,2;7,04
5909990072156;Acidum alendronicum;Alendran 70, tabl., 70 mg;147.0;12,12;4,03
5909990072316;Doxycyclinum;Doxycyclinum TZF, kaps. twarde, 100 mg;87.0;7,25;3,63
5909990072514;Ethinylestradiolum + Levonorgestrelum;Stediril 30, tabl. drazowane, 0,03+0,15 mg;72.0;8,3;2,49
5909990073566;Azithromycinum;Azycyna, granulat do sporzadzania zawiesiny doustnej, 200 mg/5 ml;101.1;22,82;14,24
5909990073597;Buspironum;Spamilan, tabl., 5 mg;182.0;23,04;12,58
5909990073603;Buspironum;Spamilan, tabl., 10 mg;182.0;37,82;16,9
5909990073610;Timololum;Oftensin, krople do oczu, roztwor, 2,5 mg/ml;213.0;5,04;1,66
5909990073719;Timololum;Oftensin, krople do oczu, roztwor, 5 mg/ml;213.0;4,83;1,45
5909990074044;Diclofenacum;Dicloabak, krople do oczu, roztwor, 1 mg/ml;210.0;22,45;3,2
5909990074051;Carvedilolum;Avedol, tabl. powl., 6,25 mg;40.0;7,54;6,31
5909990074068;Quetiapinum;Kventiax 25, tabl. powl., 25 mg;178.3;7,93;4,94
5909990074099;Carvedilolum;Avedol, tabl. powl., 12,5 mg;40.0;10,24;7,78
5909990074105;Finasteridum;Symasteride, tabl. powl., 5 mg;77.0;28,6;3,2
5909990074129;Carvedilolum;Avedol, tabl. powl., 25 mg;40.0;14,02;9,11
5909990074143;Quetiapinum;Kventiax 100, tabl. powl., 100 mg;178.3;55,3;9
5909990074235;Quetiapinum;Kventiax 200, tabl. powl., 200 mg;178.3;105,8;10,01
5909990074280;Quetiapinum;Kventiax 300, tabl. powl., 300 mg;178.3;154,44;10,75
5909990074662;Carvedilolum;Symtrend, tabl. powl., 25 mg;40.0;11,12;6,21
5909990074754;Carvedilolum;Symtrend, tabl. powl., 12,5 mg;40.0;8,94;6,48
5909990074792;Carvedilolum;Symtrend, tabl. powl., 6,25 mg;40.0;7,14;5,91
5909990074945;Valsartanum;Valsacor 80, tabl. powl., 80 mg;45.0;15,31;5,81
5909990074969;Valsartanum;Valsacor 160, tabl. powl., 160 mg;45.0;28,39;9,39
5909990075003;Pantoprazolum;Nolpaza 20, tabl. dojel., 20 mg;2.0;10,41;6,45
5909990075041;Pantoprazolum;Nolpaza 20, tabl. dojel., 20 mg;2.0;17,91;9,99
5909990075089;Pantoprazolum;Nolpaza 40, tabl. dojel., 40 mg;2.0;20,01;12,09
5909990075126;Pantoprazolum;Nolpaza 40, tabl. dojel., 40 mg;2.0;33,99;18,15
5909990075157;Risperidonum;Ranperidon, tabl. ulegajace rozpadowi w jamie ustnej, 1 mg;178.5;15,05;3,2
5909990075164;Risperidonum;Ranperidon, tabl. ulegajace rozpadowi w jamie ustnej, 2 mg;178.5;28,45;3,2
5909990075171;Risperidonum;Ranperidon, tabl. ulegajace rozpadowi w jamie ustnej, 3 mg;178.5;41,44;3,2
5909990075188;Risperidonum;Ranperidon, tabl. ulegajace rozpadowi w jamie ustnej, 4 mg;178.5;54,08;3,2
5909990075621;Nadroparinum calcicum;Fraxiparine, roztwor do wstrzykiwan, 2850 j.m. Axa/0,3 ml;22.0;59,61;10,17
5909990075720;Nadroparinum calcicum;Fraxiparine, roztwor do wstrzykiwan, 5700 j.m. Axa/0,6 ml;22.0;121,88;19,79
5909990075751;Leuprorelinum;Eligard 22,5 mg, proszek i rozpuszczalnik do sporzadzania roztworu do wstrzykiwan, 22,5 mg;129.0;849,45;14,69
5909990075768;Leuprorelinum;Eligard 7,5 mg, proszek i rozpuszczalnik do sporzadzania roztworu do wstrzykiwan, 7,5 mg;129.0;290,33;12,08
5909990075829;Nadroparinum calcicum;Fraxiparine, roztwor do wstrzykiwan, 9500 j.m. Axa/ml;22.0;184,98;13,06
5909990077267;Finasteridum;Penester, tabl. powl., 5 mg;77.0;29,91;3,2
5909990077274;Finasteridum;Penester, tabl. powl., 5 mg;77.0;90,04;9,6
5909990077311;Haloperidolum;Decaldol, roztwor do wstrzykiwan, 50 mg/ml;177.3;35,62;0
5909990077656;Omeprazolum;Goprazol 20mg, kaps. dojel. twarde, 20 mg;2.0;10,14;6,18
5909990077663;Omeprazolum;Goprazol 20mg, kaps. dojel. twarde, 20 mg;2.0;14,58;7,29
5909990077731;Omeprazolum;Polprazol PPH, kaps. dojel. twarde, 40 mg;2.0;42,44;26,6
5909990077847;Atorvastatinum;Atorvasterol, tabl. powl., 10 mg;46.0;12,02;9,16
5909990077939;Atorvastatinum;Atorvasterol, tabl. powl., 20 mg;46.0;20,15;14,42
5909990078028;Atorvastatinum;Atorvasterol, tabl. powl., 40 mg;46.0;39,83;28,38
5909990078141;Atorvastatinum;Atractin, tabl. powl., 10 mg;46.0;10,49;7,63
5909990078264;Atorvastatinum;Atractin, tabl. powl., 20 mg;46.0;16,02;10,29
5909990078356;Atorvastatinum;Atractin, tabl. powl., 40 mg;46.0;30,19;18,74
5909990078530;Atorvastatinum;Larus, tabl. powl., 10 mg;46.0;8,97;6,11
5909990078707;Atorvastatinum;Larus, tabl. powl., 20 mg;46.0;13,94;8,21
5909990078790;Atorvastatinum;Larus, tabl. powl., 40 mg;46.0;27,39;15,94
5909990078943;Metforminum;Formetic, tabl. powl., 500 mg;15.0;4,77;3,78
5909990078950;Metforminum;Formetic, tabl. powl., 500 mg;15.0;9,44;4,25
5909990078967;Metforminum;Formetic, tabl. powl., 500 mg;15.0;12,21;3,2
5909990078974;Metforminum;Formetic, tabl. powl., 1000 mg;15.0;8,37;3,2
5909990078981;Metforminum;Formetic, tabl. powl., 1000 mg;15.0;16,37;3,2
5909990078998;Metforminum;Formetic, tabl. powl., 1000 mg;15.0;23,11;4,8
5909990079001;Metforminum;Formetic, tabl. powl., 850 mg;15.0;7,02;3,2
5909990079025;Metforminum;Formetic, tabl. powl., 850 mg;15.0;13,52;3,2
5909990079032;Metforminum;Formetic, tabl. powl., 850 mg;15.0;19,87;4,08
5909990079575;Losartanum;Stadazar, tabl. powl., 50 mg;45.0;11,58;3,47
5909990079933;Lansoprazolum;Lansoprazolum 123ratio, Lansoprazolum Farmacom, kaps. dojel. twarde, 15 mg;2.0;10,29;6,33
5909990080021;Lansoprazolum;Lansoprazolum 123ratio, Lansoprazolum Farmacom, kaps. dojel. twarde, 30 mg;2.0;19,78;11,86
5909990080267;Doxazosinum;Zoxon 4, tabl., 4 mg;76.0;76,29;22,89
5909990080885;Cyproteronum + Ethinylestradiolum;Cyprodiol, tabl. drazowane, 2+0,035 mg;72.0;11,79;7,43
5909990081165;Clarithromycinum;Klabax, tabl. powl., 250 mg;101.2;19,22;12,84
5909990081196;Quetiapinum;Ketipinor, tabl. powl., 200 mg;178.3;108,07;12,28
5909990081233;Quetiapinum;Ketipinor, tabl. powl., 100 mg;178.3;56,44;10,14
5909990081912;Amoxicillinum + Acidum clavulanicum;Amoksiklav, tabl. powl., 0,5+0,125 g;89.1;20,27;11,08
5909990082148;Anastrozolum;Egistrozol, tabl. powl., 1 mg;132.0;75,83;2,94
5909990082162;Anastrozolum;Anastrozol Teva, tabl. powl., 1 mg;132.0;64,04;0
5909990082315;Goserelinum;Zoladex, implant podskorny, 3,6 mg;129.0;262,41;3,2
5909990082391;Finasteridum;Finaran, tabl. powl., 5 mg;77.0;31,1;3,68
5909990082599;Risedronatum natricum;Risendros 35, tabl. powl., 35 mg;147.0;18,46;10,37
5909990082629;Risedronatum natricum;Risendros 35, tabl. powl., 35 mg;147.0;52,56;28,28
5909990082643;Pantoprazolum;IPP 40, tabl. dojel., 40 mg;2.0;22,45;14,53
5909990083213;Cefuroximum;Zinnat, tabl. powl., 125 mg;90.2;17;12,55
5909990083312;Cefuroximum;Zinnat, tabl. powl., 250 mg;90.2;27,12;18,22
5909990083411;Cefuroximum;Zinnat, tabl. powl., 500 mg;90.2;44,78;26,97
5909990083435;Cefuroximum;Zinnat, tabl. powl., 500 mg;90.2;53,98;29,05
5909990083619;Amoxicillinum;Hiconcil, proszek do sporzadzania zawiesiny doustnej, 250 mg/5 ml;88.2;12,65;3,2
5909990084913;Rifampicinum;Rifampicyna TZF, kaps. twarde, 300 mg;111.1;91,82;0
5909990085019;Rifampicinum;Rifampicyna TZF, kaps. twarde, 150 mg;111.1;56,08;10,17
5909990085033;Pantoprazolum;IPP 20, tabl. dojel., 20 mg;2.0;12,41;8,45
5909990085323;Norfloxacinum;Nolicin, tabl. powl., 400 mg;105.0;14,82;7,41
5909990085644;Losartanum;Rasoltan 50, tabl. powl., 50 mg;45.0;11,14;3,34
5909990085903;Glimepiridum;Glitoprel, tabl., 1 mg;16.0;4,54;3,62
5909990085910;Roxithromycinum;Rulid, tabl. powl., 150 mg;101.2;25,65;21,1
5909990085927;Glimepiridum;Glitoprel, tabl., 2 mg;16.0;9,11;4,08
5909990085934;Glimepiridum;Glitoprel, tabl., 3 mg;16.0;13,4;5,85
5909990085941;Glimepiridum;Glitoprel, tabl., 4 mg;16.0;17,47;7,41
5909990086115;Rifampicinum + Isoniazidum;Rifamazid, kaps. twarde, 0,15+0,1 g;111.2;60,07;8,19
5909990086214;Rifampicinum + Isoniazidum;Rifamazid, kaps. twarde, 0,3+0,15 g;111.2;103,76;0
5909990086788;Cyproteronum + Ethinylestradiolum;Syndi-35, tabl. drazowane, 2+0,035 mg;72.0;34,82;21,77
5909990086818;Amiodaronum;Opacorden, tabl. powl., 200 mg;31.0;23,71;6,4
5909990088829;Mesalazinum;Salofalk 250, czopki, 250 mg;12.2;57,56;13,62
5909990092413;Gentamicinum;Gentamicin WZF 0,3%, krople do oczu, roztwor, 3 mg/ml;208.0;5,18;2,59
5909990092819;Lidocaini hydrochloridum + Noradrenalini tartras;Lignocainum 2% c. noradrenalino 0,00125% WZF, roztwor do wstrzykiwan, (20+0,025) mg/ml;148.0;12,23;3,2
5909990093519;Phenytoinum;Phenytoinum WZF, tabl., 100 mg;156.0;15,11;3,2
5909990094813;Moclobemidum;Aurorix, tabl. powl., 150 mg;227.0;23,72;11,72
5909990094912;Levodopum + Benserazidum;Madopar, kaps., 12,5+50 mg;168.0;28,16;4,57
5909990095018;Levodopum + Benserazidum;Madopar, kaps., 100+25 mg;168.0;53,59;3,2
5909990095117;Levodopum + Benserazidum;Madopar, tabl., 50+200 mg;168.0;102,21;3,56
5909990095216;Levodopum + Benserazidum;Madopar, kaps., 50+200 mg;168.0;102,21;3,56
5909990095711;Gentamicinum;Gentamicin KRKA, roztwor do wstrzykiwan i infuzji, 40 mg/ml;103.2;7,87;4,09
5909990095728;Gentamicinum;Gentamicin KRKA, roztwor do wstrzykiwan i infuzji, 40 mg/ml;103.2;15,11;7,56
5909990098514;Ketoprofenum;Profenid, czopki, 100 mg;141.2;9,36;7,57
5909990098613;Spiramycinum;Rovamycine, tabl. powl., 1,5 mln j.m.;101.2;19,63;12,34
5909990101917;Fenoterolum + Ipratropii bromidum;Berodual, roztwor do nebulizacji, 0,5+0,25 mg/ml;201.1;22,2;14,95
5909990104017;Haloperidolum;Haloperidol WZF, tabl., 1 mg;177.2;4,84;3,7
5909990104918;Fludrocortisonum;Cortineff ophtalm. 0,1%, Masc do oczu, 1 mg/g;209.0;6,44;3,2
5909990109210;Acidum folicum;Acidum Folicum Richter, tabl., 5 mg;27.0;3,1;3,1
5909990109319;Acidum folicum;Acidum Folicum Richter, tabl., 15 mg;27.0;5,49;5,49
5909990109418;Allopurinolum;Allupol, tabl., 100 mg;145.0;8,61;3,22
5909990109814;Fenofibratum;Grofibrat, kaps., 100 mg;47.0;13,62;4,09
5909990109920;Acebutololum;Sectral 200, tabl. powl., 200 mg;40.0;11,14;9,07
5909990110018;Acebutololum;Sectral 400, tabl. powl., 400 mg;40.0;20,1;12,77
5909990110216;Spironolactonum;Spironol, tabl., 25 mg;38.0;6,67;4,19
5909990110223;Spironolactonum;Spironol, tabl., 25 mg;38.0;23,75;11,37
5909990111213;Ofloxacinum;Tarivid 200, tabl. powl., 200 mg;105.0;15,77;12,07
5909990111619;Methotrexatum;Trexan, tabl., 2,5 mg;120.1;21,9;0
5909990112111;Propranololum;Propranolol WZF, tabl., 10 mg;39.0;3,94;3,94
5909990112210;Propranololum;Propranolol WZF, tabl., 40 mg;39.0;7,44;3,2
5909990112616;Diltiazemum;Oxycardil 120, tabl. powl. o przedluzonym uwalnianiu, 120 mg;43.0;11,1;3,65
5909990117215;Spironolactonum;Verospiron, tabl., 25 mg;38.0;7,23;4,75
5909990117529;Sulfamethoxazolum + Trimethoprimum;Biseptol 120, tabl., 100+20 mg;100.1;10,26;8,29
5909990117611;Sulfamethoxazolum + Trimethoprimum;Biseptol 480, tabl., 400+80 mg;100.1;19,76;11,87
5909990117710;Sulfamethoxazolum + Trimethoprimum;Biseptol 960, tabl., 800+160 mg;100.1;19,76;11,87
5909990117819;Sulfamethoxazolum + Trimethoprimum;Biseptol, zawiesina doustna, 200+40 mg/5 ml;100.2;12,71;6,36
5909990118816;Benazeprilum;Lotensin, tabl. powl., 5 mg;44.0;17,45;17,14
5909990118915;Benazeprilum;Lotensin, tabl. powl., 10 mg;44.0;23,65;20,6
5909990119011;Benazeprilum;Lotensin, tabl. powl., 20 mg;44.0;33,04;26,95
5909990120116;Carbamazepinum;Tegretol CR 400, tabl. o zmodyfikowanym uwalnianiu, 400 mg;159.1;16,19;3,77
5909990120215;Carbamazepinum;Tegretol CR 200, tabl. o zmodyfikowanym uwalnianiu, 200 mg;159.1;15,46;8,31
5909990121120;Diltiazemum;Oxycardil 60, tabl. powl., 60 mg;43.0;10,65;3,2
5909990121410;Betamethasonum;Celestone, roztwor do wstrzykiwan, 4 mg/ml;81.1;5,68;4,51
5909990121526;Loratadinum;Claritine, tabl., 10 mg;207.1;22,03;11,45
5909990121625;Betamethasoni dipropionas + Betamethasoni natrii phosphas;Diprophos, zawiesina do wstrzykiwan, 6,43+2,63 mg/ml;81.1;38,27;9,33
5909990125524;Tropicamidum;Tropicamidum WZF 0,5%, krople do oczu, roztwor, 5 mg/ml;226.0;10,34;3,2
5909990125623;Tropicamidum;Tropicamidum WZF 1%, krople do oczu, roztwor, 10 mg/ml;226.0;13,75;3,2
5909990126217;Penicillaminum;Cuprenil, tabl. powl., 250 mg;239.0;28,03;3,2
5909990126316;Metforminum;Metformax 500, tabl., 500 mg;15.0;4,8;3,81
5909990126729;Zuclopenthixolum;Clopixol, tabl. powl., 10 mg;179.4;30,09;9,33
5909990126828;Zuclopenthixolum;Clopixol, tabl. powl., 25 mg;179.4;51,9;0
5909990127016;Flupentixolum;Fluanxol, tabl. drazowane, 0,5 mg;179.1;13,62;10,42
5909990127115;Flupentixolum;Fluanxol, tabl. drazowane, 3 mg;179.1;38,37;3,2
5909990127214;Flupentixolum;Fluanxol Depot, roztwor do wstrzykiwan, 20 mg/ml;179.2;14,42;3,2
5909990127412;Tamoxifenum;Nolvadex D, tabl. powl., 20 mg;130.0;21,74;7,64
5909990129812;Miconazolum + Mazipredonum;Mycosolon, masc, 20+2,5 mg/g;49.0;22,6;11,3
5909990132928;Ibuprofenum;Ibuprofen-Pabi, tabl. drazowane, 200 mg;141.1;6,97;5,01
5909990133215;Naproxenum;Pabi-Naproxen, tabl., 250 mg;141.1;18,98;12,54
5909990133314;Naproxenum;Pabi-Naproxen, tabl., 500 mg;141.1;15,93;10,78
5909990135028;Furosemidum;Furosemidum Polpharma, tabl., 40 mg;37.0;3,61;3,2
5909990135516;Clonazepamum;Clonazepamum TZF, tabl., 2 mg;158.1;11,56;3,2
5909990135615;Clonazepamum;Clonazepamum TZF, tabl., 0,5 mg;158.1;5,16;5,16
5909990137411;Cefaclorum;Ceclor, granulat do sporzadzania zawiesiny doustnej, 125 mg/5 ml;90.3;20,43;13,7
5909990137428;Cefaclorum;Ceclor, granulat do sporzadzania zawiesiny doustnej, 125 mg/5 ml;90.3;25,72;16,75
5909990137510;Cefaclorum;Ceclor, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;38,66;25,21
5909990137527;Cefaclorum;Ceclor, granulat do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;45,81;27,87
5909990139217;Flutamidum;Flutamid EGIS, tabl., 250 mg;131.0;66,87;0
5909990139422;Clozapinum;Klozapol, tabl., 25 mg;178.1;12,67;3,53
5909990139521;Clozapinum;Klozapol, tabl., 100 mg;178.1;33,52;0
5909990141012;Clopamidum;Clopamid VP, tabl. powl., 20 mg;36.0;7,9;2,37
5909990144211;Azathioprinum;Imuran, tabl. powl., 25 mg;140.0;38,7;9,08
5909990145317;Diclofenacum;Naclof, krople do oczu, 1 mg/ml;210.0;11,51;3,48
5909990148714;Lithium;Lithium Carbonicum GSK, tabl., 250 mg;180.0;15,11;0
5909990148813;Phenobarbitalum;Luminalum, czopki, 15 mg;155.1;9,3;3,2
5909990149926;Theophyllinum;Theovent 300, tabl. o przedluzonym uwalnianiu, 300 mg;203.0;12,09;4,09
5909990150717;Nicotinamidum;Vitaminum PP Omega Pharma, tabl., 200 mg;19.0;2,38;1,19
5909990154814;Methylprednisolonum;Depo-Medrol, zawiesina do wstrzykiwan, 40 mg/ml;82.2;14,77;7,39
5909990155514;Medroxyprogesteronum;Provera, tabl., 10 mg;72.0;18,49;6,04
5909990156825;Glyceryli trinitras;Nitromint, aerozol podjezykowy, 0,4 mg/dawke;33.2;17,65;3,41
5909990157716;Mianserinum;Lerivon, tabl. powl., 10 mg;225.0;11,85;5,42
5909990157822;Mianserinum;Lerivon, tabl. powl., 30 mg;225.0;32,61;13,32
5909990157914;Mianserinum;Lerivon, tabl. powl., 60 mg;225.0;57,23;18,65
5909990159314;Sulpiridum;Sulpiryd Teva, kaps. twarde, 100 mg;178.1;6,58;0
5909990159413;Sulpiridum;Sulpiryd Teva, tabl., 200 mg;178.1;5,96;0
5909990159437;Sulpiridum;Sulpiryd Teva, tabl., 200 mg;178.1;12,59;0
5909990159512;Sulpiridum;Sulpiryd Teva, kaps. twarde, 50 mg;178.1;4,57;1,28
5909990161119;Diclofenacum + Lidocainum;Olfen 75, roztwor do wstrzykiwan, (37,5+10) mg/ml;141.3;12,87;10,25
5909990163212;Allopurinolum;Milurit, tabl., 100 mg;145.0;8,59;3,2
5909990163519;Oxybutyninum;Ditropan, tabl., 5 mg;75.1;15,4;6,5
5909990164615;Sucralfatum;Ulgastran, zawiesina doustna, 1 g/5 ml;3.2;20,56;10,28
5909990167111;Magnesii valproas;Dipromal, tabl. powl., 200 mg;161.1;11,91;7,66
5909990168910;Levothyroxinum natricum;Letrox 100, tabl., 0,1 mg;83.0;8,08;3,96
5909990169214;Estradiolum;Systen 50, system transdermalny, plaster, 50 Ág/24h;68.1;20,81;14,76
5909990170319;Fludrocortisonum;Cortineff, tabl., 100 Ág;80.0;14,83;3,2
5909990170418;Dexamethasonum;Pabi-Dexamethason, tabl., 0,5 mg;81.2;12,15;3,85
5909990170517;Dexamethasonum;Pabi-Dexamethason, tabl., 1 mg;81.2;22,99;3,2
5909990170616;Prednisonum;Encorton, tabl., 1 mg;82.5;8,32;7,14
5909990170715;Prednisolonum;Encortolon, tabl., 5 mg;82.4;13,75;3,2
5909990171316;Triamcinolonum;Polcortolon, tabl., 4 mg;82.6;21,23;6,37
5909990173013;Bromocriptinum;Bromergon, tabl., 2,5 mg;62.0;19,19;3,2
5909990173112;Terbinafinum;Lamisil, tabl., 125 mg;50.0;35,13;28,64
5909990173211;Terbinafinum;Lamisil, tabl., 250 mg;50.0;37,21;24,24
5909990174614;Metildigoxinum;Bemecor, tabl., 0,1 mg;28.0;4,95;4,95
5909990175215;Levodopum + Carbidopum;Nakom, tabl., 250+25 mg;168.0;68,51;4,44
5909990175314;Levodopum + Carbidopum;Nakom Mite, tabl., 100+25 mg;168.0;51,09;3,2
5909990178513;Colecalciferolum (vit. D3);Vigantol, krople doustne, 20000 j.m./ml;18.2;5,85;3,32
5909990182510;Adrenalinum;Adrenalina WZF 0,1%, roztwor do wstrzykiwan, 1 mg/ml;32.0;17,83;3,2
5909990183036;Glyceryli trinitras;Sustonit, tabl. o przedluzonym uwalnianiu, 6,5 mg;33.1;4,76;4,16
5909990183418;Levomepromazinum;Tisercin, roztwor do wstrzykiwan, 25 mg/ml;173.2;12,71;0
5909990184637;Cetirizinum;Zyrtec, tabl. powl., 10 mg;207.1;20,66;10,08
5909990184736;Cetirizinum;Zyrtec, krople doustne, 10 mg/ml;207.2;17,95;5,39
5909990185214;Tioguaninum;Lanvis, tabl., 40 mg;234.0;741,88;0
